customer_id,age,income,credit_score,months_on_book,current_limit,avg_monthly_spend,utilization_rate,num_late_payments_12m,debt_to_income,num_credit_inquiries_6m,employment_status,account_type,limit_increase_treatment,spend_change_pct,defaulted_next_12m
CUST_031400,33.0,1305756.6,696.0,21,43147.57,18239.91,0.423,0,0.112,3,unemployed,premium,1,19.68,0
CUST_031401,35.0,447823.05,614.0,126,111418.42,37813.6,0.339,0,0.294,1,employed,standard,0,5.69,0
CUST_031402,29.0,417653.06,693.0,187,69619.51,20383.73,0.293,0,0.316,7,employed,premium,0,-12.75,0
CUST_031403,40.0,353569.35,699.0,75,108057.03,26593.69,0.246,0,0.447,1,employed,student,1,17.06,0
CUST_031404,38.0,733112.5,652.0,45,30556.22,2948.17,0.096,0,0.346,1,employed,standard,1,20.58,0
CUST_031405,19.0,510133.99,676.0,10,132639.28,43169.22,0.325,0,0.22,4,employed,standard,0,1.44,0
CUST_031406,32.0,683547.04,668.0,205,68988.16,16038.35,0.232,1,0.151,4,employed,premium,1,27.2,0
CUST_031407,57.0,493440.3,610.0,14,82040.77,21674.93,0.264,0,0.189,3,employed,standard,0,0.95,0
CUST_031408,43.0,1141109.24,679.0,107,23578.96,594.87,0.025,2,0.24,2,self_employed,standard,0,-0.71,0
CUST_031409,49.0,1055207.3,712.0,209,24352.67,11367.13,0.467,1,0.242,0,employed,standard,0,0.55,0
CUST_031410,39.0,620784.18,677.0,173,35634.3,7702.95,0.216,0,0.163,0,employed,standard,1,28.5,0
CUST_031411,18.0,959308.9,690.0,30,61492.38,22246.27,0.362,0,0.191,0,employed,standard,1,42.99,0
CUST_031412,38.0,562662.39,750.0,62,72384.36,25524.45,0.353,0,0.108,0,employed,standard,1,24.32,0
CUST_031413,53.0,585019.08,629.0,138,51685.58,21976.73,0.425,0,0.157,0,employed,premium,0,9.75,0
CUST_031414,26.0,225510.87,643.0,192,30543.48,6804.49,0.223,0,0.345,2,employed,standard,0,15.49,0
CUST_031415,49.0,750235.27,702.0,229,88611.19,49502.9,0.559,1,0.107,1,retired,premium,0,3.49,0
CUST_031416,20.0,603374.93,662.0,202,62090.1,37569.11,0.605,2,0.061,1,employed,standard,0,0.28,0
CUST_031417,40.0,887431.06,657.0,178,27587.06,5414.51,0.196,0,0.016,2,employed,standard,1,22.93,0
CUST_031418,47.0,823569.94,686.0,94,20925.32,7947.34,0.38,0,0.244,1,retired,standard,1,29.16,0
CUST_031419,36.0,426372.24,671.0,65,37845.18,12995.27,0.343,0,0.187,1,retired,standard,0,-6.18,0
CUST_031420,70.0,547725.22,763.0,104,31649.08,3816.78,0.121,0,0.36,1,employed,student,0,13.51,0
CUST_031421,34.0,481608.08,691.0,196,50640.01,12629.56,0.249,3,0.103,2,retired,premium,1,18.65,0
CUST_031422,33.0,955619.12,713.0,6,57484.42,20744.4,0.361,0,0.066,0,employed,premium,1,22.59,0
CUST_031423,42.0,1212305.75,614.0,56,40232.76,13010.44,0.323,0,0.187,0,self_employed,standard,1,29.27,0
CUST_031424,31.0,855403.28,620.0,83,62583.32,17001.23,0.272,1,0.219,1,employed,student,0,8.02,0
CUST_031425,23.0,1459367.49,744.0,185,48970.12,4592.32,0.094,1,0.101,2,self_employed,standard,0,6.33,0
CUST_031426,27.0,755969.91,663.0,155,26662.21,12394.05,0.465,0,0.148,3,self_employed,standard,1,22.01,0
CUST_031427,49.0,385175.61,668.0,11,39997.44,10688.55,0.267,1,0.36,2,employed,standard,0,11.96,0
CUST_031428,36.0,319837.56,712.0,158,51227.34,18884.92,0.369,1,0.296,0,self_employed,premium,0,12.71,0
CUST_031429,60.0,394762.63,710.0,93,29535.14,2914.54,0.099,0,0.145,0,self_employed,standard,1,26.5,0
CUST_031430,35.0,486946.77,698.0,204,56622.64,20022.67,0.354,0,0.108,1,unemployed,standard,1,22.47,0
CUST_031431,49.0,440279.02,669.0,199,167744.89,63313.82,0.377,0,0.474,1,unemployed,standard,1,35.06,0
CUST_031432,46.0,611979.94,676.0,132,104165.2,4592.95,0.044,1,0.307,3,employed,premium,0,9.58,0
CUST_031433,35.0,550569.17,750.0,233,69555.41,26327.53,0.379,0,0.198,3,employed,standard,1,23.96,0
CUST_031434,29.0,617602.89,643.0,6,102269.72,35965.83,0.352,0,0.203,3,employed,standard,1,27.14,0
CUST_031435,19.0,1791756.05,674.0,218,63530.81,5900.77,0.093,0,0.064,4,self_employed,premium,1,34.22,0
CUST_031436,47.0,885734.27,801.0,188,58921.57,22456.3,0.381,1,0.205,1,employed,premium,1,36.58,0
CUST_031437,54.0,674208.92,581.0,226,50715.25,13400.69,0.264,2,0.296,1,employed,standard,0,0.23,1
CUST_031438,21.0,963026.37,606.0,171,86118.45,33177.68,0.385,3,0.142,2,retired,standard,1,27.8,0
CUST_031439,36.0,415372.7,705.0,19,70426.8,10035.67,0.142,0,0.284,2,unemployed,standard,0,8.05,0
CUST_031440,32.0,407466.62,740.0,84,26855.42,8989.77,0.335,0,0.124,1,retired,standard,1,9.81,0
CUST_031441,47.0,901962.15,844.0,182,35196.06,10981.14,0.312,0,0.411,0,employed,student,1,29.65,0
CUST_031442,36.0,597080.64,536.0,40,126188.27,29563.24,0.234,0,0.308,0,retired,student,1,26.3,0
CUST_031443,56.0,631093.41,697.0,125,46771.24,26668.83,0.57,0,0.12,1,employed,student,1,21.72,0
CUST_031444,35.0,357081.47,697.0,89,56474.22,26092.29,0.462,1,0.284,0,employed,student,1,24.81,0
CUST_031445,25.0,482513.87,626.0,20,35870.14,9320.45,0.26,0,0.336,2,employed,standard,0,7.55,0
CUST_031446,34.0,496689.61,780.0,105,89873.68,41138.89,0.458,0,0.318,2,retired,student,0,0.99,0
CUST_031447,36.0,480969.57,723.0,131,62867.44,23670.6,0.377,0,0.097,0,employed,standard,1,28.17,1
CUST_031448,46.0,1567894.45,660.0,109,48261.63,20849.57,0.432,1,0.605,2,employed,premium,0,-11.87,0
CUST_031449,36.0,1550989.9,640.0,53,64324.44,38722.53,0.602,0,0.153,0,self_employed,student,1,31.16,0
CUST_031450,45.0,996732.28,693.0,16,43671.96,18220.67,0.417,1,0.215,0,self_employed,premium,1,9.06,0
CUST_031451,31.0,623709.01,682.0,213,40112.85,10366.66,0.258,1,0.354,1,retired,student,1,22.22,1
CUST_031452,36.0,458510.81,653.0,221,26792.63,5817.31,0.217,1,0.106,3,employed,premium,1,13.48,0
CUST_031453,31.0,374902.73,710.0,175,64100.19,16025.57,0.25,3,0.068,1,employed,standard,0,-3.55,0
CUST_031454,30.0,696434.48,619.0,86,89918.1,31428.71,0.35,0,0.387,1,employed,premium,1,34.71,0
CUST_031455,55.0,1059385.43,654.0,213,60274.21,22596.13,0.375,1,0.581,2,retired,premium,0,2.83,0
CUST_031456,31.0,847576.58,594.0,75,36109.64,21545.23,0.597,0,0.205,1,employed,standard,0,2.91,0
CUST_031457,36.0,625219.5,684.0,49,50310.7,5653.99,0.112,2,0.21,1,self_employed,standard,1,35.69,0
CUST_031458,53.0,806591.4,708.0,222,119015.45,23576.21,0.198,0,0.095,2,unemployed,standard,1,38.53,0
CUST_031459,49.0,592129.6,591.0,237,67621.39,4529.36,0.067,0,0.199,1,retired,standard,0,-8.92,0
CUST_031460,60.0,527039.37,687.0,172,19551.62,1577.44,0.081,0,0.018,0,retired,student,1,22.98,0
CUST_031461,46.0,378454.23,603.0,88,39107.68,25926.74,0.663,0,0.331,3,employed,standard,0,13.06,0
CUST_031462,33.0,514939.7,682.0,78,20114.14,9914.06,0.493,0,0.343,1,retired,standard,1,37.53,0
CUST_031463,65.0,684600.49,664.0,47,100326.66,30236.34,0.301,1,0.084,1,employed,student,0,-9.07,1
CUST_031464,47.0,495079.07,665.0,101,48947.67,10695.58,0.219,0,0.159,1,employed,premium,0,6.35,0
CUST_031465,38.0,357020.06,685.0,215,69438.05,10484.88,0.151,1,0.54,2,retired,student,1,39.71,1
CUST_031466,41.0,628807.58,689.0,52,56202.08,8004.7,0.142,1,0.07,1,unemployed,student,0,15.43,0
CUST_031467,42.0,684640.25,610.0,12,35842.68,4107.01,0.115,1,0.152,1,employed,premium,0,-1.85,0
CUST_031468,37.0,505803.12,663.0,7,101832.23,44470.95,0.437,0,0.181,1,employed,standard,1,44.51,0
CUST_031469,23.0,591310.47,711.0,139,28337.2,5782.28,0.204,0,0.072,3,self_employed,standard,1,30.33,0
CUST_031470,60.0,191220.65,750.0,81,21538.9,5942.27,0.276,0,0.026,0,employed,standard,1,18.11,0
CUST_031471,40.0,833836.15,672.0,19,75924.93,51135.08,0.673,0,0.2,0,self_employed,standard,1,26.07,0
CUST_031472,42.0,679917.45,677.0,215,78841.0,7988.8,0.101,1,0.157,1,employed,standard,0,18.82,0
CUST_031473,65.0,1129087.24,681.0,11,55334.76,10882.72,0.197,0,0.226,1,employed,standard,0,-6.12,0
CUST_031474,32.0,542616.1,664.0,33,78401.24,15761.87,0.201,0,0.118,1,employed,student,1,40.51,0
CUST_031475,48.0,830877.53,647.0,191,30650.13,9681.82,0.316,0,0.152,3,employed,standard,1,22.01,0
CUST_031476,30.0,1014900.29,786.0,108,34113.87,5815.75,0.17,0,0.11,0,employed,standard,1,20.59,0
CUST_031477,44.0,603869.2,688.0,1,41221.32,5741.68,0.139,0,0.028,2,employed,student,1,10.78,0
CUST_031478,42.0,697282.32,838.0,141,23864.87,6164.96,0.258,0,0.303,1,employed,standard,1,31.83,0
CUST_031479,49.0,636785.45,696.0,67,99911.74,30730.2,0.308,1,0.294,1,employed,premium,0,4.87,0
CUST_031480,54.0,290810.85,693.0,161,48753.06,14646.87,0.3,0,0.21,2,employed,premium,0,-3.04,0
CUST_031481,33.0,710801.8,693.0,46,29130.9,3025.29,0.104,1,0.266,0,employed,standard,1,30.43,0
CUST_031482,57.0,390967.19,736.0,125,22315.13,11031.77,0.494,1,0.162,1,retired,standard,1,30.02,0
CUST_031483,58.0,405851.79,660.0,70,36317.44,3406.49,0.094,1,0.111,0,employed,standard,1,24.47,0
CUST_031484,37.0,756096.9,751.0,239,56196.02,16088.74,0.286,0,0.193,0,employed,standard,0,2.23,0
CUST_031485,40.0,1068633.07,806.0,39,30614.31,5646.1,0.184,1,0.132,1,employed,standard,0,0.37,0
CUST_031486,34.0,848610.28,649.0,136,55078.85,1705.18,0.031,0,0.115,1,self_employed,premium,1,27.95,0
CUST_031487,36.0,776025.86,649.0,147,42600.16,1220.72,0.029,2,0.081,2,self_employed,standard,1,27.13,0
CUST_031488,26.0,695169.93,592.0,73,67501.44,22550.52,0.334,0,0.094,5,retired,standard,1,18.3,0
CUST_031489,49.0,882869.96,615.0,191,24250.22,2284.43,0.094,0,0.318,0,unemployed,student,1,23.8,0
CUST_031490,18.0,1274264.98,616.0,163,21836.71,5115.01,0.234,3,0.129,2,employed,premium,0,17.02,0
CUST_031491,32.0,460657.37,599.0,155,78078.99,45218.29,0.579,1,0.371,0,unemployed,standard,1,34.32,0
CUST_031492,39.0,467522.58,563.0,121,34492.82,22542.44,0.654,0,0.132,1,employed,standard,1,23.44,0
CUST_031493,56.0,829856.52,672.0,118,161861.02,34239.51,0.212,1,0.211,0,retired,standard,1,23.35,0
CUST_031494,33.0,277267.59,825.0,195,27454.66,16362.89,0.596,0,0.05,0,unemployed,standard,0,3.91,1
CUST_031495,45.0,571189.41,767.0,96,90055.28,8176.55,0.091,0,0.226,1,employed,standard,1,52.33,0
CUST_031496,39.0,671644.26,646.0,80,102728.58,55236.58,0.538,0,0.209,0,employed,standard,0,6.42,0
CUST_031497,51.0,467793.15,714.0,117,36494.12,5168.24,0.142,0,0.163,2,employed,standard,0,-4.0,0
CUST_031498,45.0,251977.26,634.0,20,66414.62,6358.8,0.096,1,0.198,2,unemployed,student,1,35.82,0
CUST_031499,50.0,1113959.11,717.0,79,44748.54,29003.58,0.648,1,0.136,2,employed,standard,0,12.58,0
CUST_031500,33.0,455964.69,594.0,24,81034.35,16283.55,0.201,0,0.485,0,employed,standard,1,28.65,0
CUST_031501,28.0,465204.15,702.0,175,35993.09,11297.03,0.314,0,0.247,1,employed,premium,1,34.03,0
CUST_031502,44.0,1085705.81,726.0,36,60568.03,29772.19,0.492,0,0.198,5,employed,standard,1,33.98,0
CUST_031503,34.0,158099.8,664.0,232,36331.96,10077.19,0.277,2,0.313,2,employed,premium,0,8.35,0
CUST_031504,40.0,1178855.7,717.0,74,143781.61,26729.4,0.186,0,0.068,0,employed,student,1,22.49,0
CUST_031505,44.0,1626221.27,650.0,228,78990.37,43678.69,0.553,2,0.178,1,self_employed,standard,1,27.73,0
CUST_031506,55.0,400209.12,639.0,97,45500.35,14923.71,0.328,0,0.171,2,employed,standard,1,20.83,0
CUST_031507,49.0,479173.71,623.0,197,91943.94,13240.31,0.144,2,0.638,3,unemployed,premium,1,42.75,0
CUST_031508,32.0,743928.28,691.0,3,37606.21,4424.68,0.118,1,0.14,1,employed,standard,1,38.96,0
CUST_031509,26.0,668489.69,696.0,117,56129.31,13095.9,0.233,0,0.081,1,employed,standard,1,28.3,0
CUST_031510,60.0,930171.37,666.0,106,49310.47,13168.94,0.267,1,0.021,0,self_employed,standard,0,13.39,0
CUST_031511,21.0,747144.26,657.0,157,62479.92,7511.66,0.12,1,0.256,2,self_employed,standard,1,27.28,0
CUST_031512,35.0,867772.08,641.0,16,59626.76,24001.4,0.403,1,0.202,0,employed,standard,0,-1.59,0
CUST_031513,48.0,2806417.0,766.0,29,30990.14,17565.26,0.567,0,0.167,0,employed,standard,0,5.43,0
CUST_031514,60.0,291449.14,658.0,233,84121.24,17283.58,0.205,0,0.341,1,employed,student,1,23.2,0
CUST_031515,38.0,1092619.18,700.0,23,33336.71,12627.8,0.379,1,0.469,5,retired,standard,0,8.99,0
CUST_031516,40.0,1162029.13,549.0,85,68462.97,4998.14,0.073,0,0.031,1,retired,premium,0,12.68,0
CUST_031517,29.0,364363.47,746.0,31,82151.38,41597.78,0.506,0,0.147,1,unemployed,standard,0,7.22,0
CUST_031518,42.0,416880.59,659.0,222,109525.24,57330.87,0.523,0,0.11,3,employed,standard,0,8.06,0
CUST_031519,26.0,748572.28,727.0,64,99445.1,24684.2,0.248,1,0.403,0,employed,standard,1,17.33,0
CUST_031520,31.0,340304.28,729.0,121,26297.23,5549.25,0.211,0,0.099,0,retired,standard,0,4.78,0
CUST_031521,49.0,452940.46,696.0,204,102149.96,34912.36,0.342,1,0.37,1,retired,premium,1,42.33,0
CUST_031522,35.0,665072.14,685.0,88,61264.22,25381.2,0.414,0,0.057,0,employed,standard,0,4.67,0
CUST_031523,51.0,439037.67,759.0,192,29718.03,6290.37,0.212,3,0.024,1,employed,standard,1,23.11,0
CUST_031524,38.0,539060.88,607.0,235,26494.3,10566.93,0.399,1,0.279,0,employed,standard,1,25.44,0
CUST_031525,24.0,404257.29,799.0,40,17564.33,9905.61,0.564,0,0.038,2,employed,student,1,23.54,0
CUST_031526,54.0,390800.69,680.0,11,16753.14,3188.99,0.19,0,0.127,1,employed,standard,0,19.11,0
CUST_031527,24.0,738363.74,757.0,167,27901.52,8812.85,0.316,0,0.174,2,employed,premium,1,28.42,0
CUST_031528,33.0,570610.79,690.0,191,17436.56,4756.47,0.273,2,0.423,4,employed,student,0,0.35,0
CUST_031529,38.0,631290.63,708.0,140,47851.09,13070.5,0.273,1,0.137,1,employed,standard,0,13.76,0
CUST_031530,52.0,819848.58,631.0,101,34170.31,15238.59,0.446,0,0.172,0,retired,student,1,17.76,0
CUST_031531,34.0,648695.21,638.0,160,70951.49,21171.51,0.298,0,0.053,0,employed,standard,1,37.51,0
CUST_031532,29.0,513594.5,685.0,196,102890.22,17149.58,0.167,1,0.179,1,employed,standard,0,9.25,0
CUST_031533,42.0,401830.39,847.0,217,42820.84,10259.9,0.24,0,0.161,1,self_employed,standard,1,26.56,0
CUST_031534,37.0,730908.05,628.0,165,21223.82,1869.09,0.088,0,0.231,0,employed,student,0,15.66,0
CUST_031535,34.0,1465151.44,684.0,209,32820.81,6159.49,0.188,0,0.33,0,retired,standard,1,21.12,0
CUST_031536,43.0,887538.83,761.0,120,42459.3,16046.39,0.378,1,0.222,0,self_employed,standard,0,5.28,0
CUST_031537,26.0,303376.24,695.0,108,126024.47,16956.05,0.135,0,0.127,0,employed,standard,0,2.05,0
CUST_031538,19.0,240129.53,628.0,184,19421.03,10823.03,0.557,0,0.087,0,employed,standard,1,21.14,0
CUST_031539,66.0,428993.94,690.0,17,76177.29,33658.96,0.442,1,0.332,0,retired,standard,0,10.98,0
CUST_031540,41.0,299010.55,650.0,147,100635.99,55715.7,0.554,0,0.198,4,unemployed,standard,0,10.34,1
CUST_031541,42.0,334989.29,697.0,158,87663.99,59200.98,0.675,1,0.181,3,self_employed,premium,1,29.46,0
CUST_031542,31.0,205051.59,658.0,2,25789.66,6631.86,0.257,1,0.212,0,employed,standard,1,25.49,0
CUST_031543,51.0,663247.62,769.0,89,43557.64,33332.38,0.765,0,0.253,4,retired,student,0,-0.6,0
CUST_031544,34.0,354607.98,725.0,99,30820.46,7745.88,0.251,1,0.352,1,employed,standard,0,11.52,0
CUST_031545,18.0,353042.56,731.0,171,26486.11,4816.92,0.182,1,0.164,1,employed,standard,0,3.03,0
CUST_031546,33.0,443028.37,647.0,134,71719.57,33475.58,0.467,0,0.118,0,employed,premium,0,13.19,0
CUST_031547,37.0,447239.69,599.0,149,48037.39,20780.23,0.433,1,0.495,1,employed,premium,0,-4.71,0
CUST_031548,38.0,530692.45,547.0,57,43887.35,11134.61,0.254,1,0.126,1,employed,standard,0,9.8,1
CUST_031549,38.0,317983.42,620.0,216,24578.59,14277.54,0.581,2,0.554,0,employed,premium,0,-0.11,0
CUST_031550,32.0,930273.23,709.0,141,28388.12,2719.33,0.096,0,0.169,2,employed,student,0,15.53,0
CUST_031551,31.0,677085.44,672.0,149,31327.94,8164.43,0.261,0,0.178,2,retired,student,1,21.13,0
CUST_031552,36.0,719439.17,650.0,227,41348.86,11778.22,0.285,0,0.342,1,retired,premium,0,-7.69,0
CUST_031553,20.0,489932.23,675.0,25,140705.21,41900.46,0.298,1,0.105,0,self_employed,standard,1,12.37,0
CUST_031554,18.0,968499.03,650.0,65,22940.48,18439.2,0.804,0,0.215,3,employed,standard,0,-0.71,0
CUST_031555,41.0,744060.2,776.0,236,107580.1,35865.11,0.333,3,0.216,1,employed,standard,1,35.9,0
CUST_031556,41.0,650617.4,699.0,94,63942.98,29794.68,0.466,1,0.264,1,employed,premium,0,-5.63,0
CUST_031557,51.0,935833.1,648.0,96,32282.09,11150.3,0.345,0,0.188,4,unemployed,premium,0,2.9,1
CUST_031558,37.0,281611.63,621.0,209,78929.82,16076.38,0.204,1,0.48,1,self_employed,premium,1,39.75,0
CUST_031559,26.0,651675.75,774.0,169,16846.53,4157.16,0.247,2,0.166,0,retired,premium,0,12.09,0
CUST_031560,18.0,441872.13,758.0,174,20711.58,2447.95,0.118,0,0.222,0,employed,premium,1,36.71,0
CUST_031561,29.0,430685.92,609.0,31,26758.01,14995.32,0.56,0,0.196,2,employed,standard,0,10.47,0
CUST_031562,45.0,855659.26,744.0,5,50057.76,14735.78,0.294,0,0.144,3,employed,standard,1,21.99,0
CUST_031563,57.0,1107185.17,800.0,133,57592.83,11240.73,0.195,0,0.235,2,employed,premium,1,26.68,0
CUST_031564,41.0,1058738.21,688.0,222,44495.94,26899.02,0.605,2,0.316,2,employed,standard,0,3.81,0
CUST_031565,25.0,599018.3,653.0,233,55316.26,28809.3,0.521,0,0.502,2,retired,student,0,-0.93,0
CUST_031566,29.0,516226.69,756.0,168,29799.86,6936.27,0.233,3,0.24,3,self_employed,standard,1,26.31,1
CUST_031567,30.0,1043816.08,640.0,3,214087.48,26439.81,0.124,0,0.352,1,employed,premium,1,39.6,0
CUST_031568,35.0,383904.86,544.0,134,44366.1,12266.27,0.276,0,0.276,1,employed,standard,1,28.51,0
CUST_031569,53.0,1281659.54,625.0,11,14389.19,4992.67,0.347,1,0.012,0,employed,standard,1,17.81,0
CUST_031570,54.0,501968.13,660.0,140,71156.68,7924.17,0.111,0,0.458,2,self_employed,premium,0,5.34,0
CUST_031571,38.0,583995.44,729.0,227,35306.94,7054.31,0.2,1,0.351,2,employed,standard,1,26.73,0
CUST_031572,42.0,469796.98,654.0,23,30803.91,21457.54,0.697,1,0.159,1,employed,premium,0,7.41,1
CUST_031573,30.0,606653.92,602.0,132,55877.73,28923.81,0.518,0,0.282,0,employed,student,0,9.78,0
CUST_031574,19.0,396392.47,759.0,57,69253.25,19293.84,0.279,2,0.147,2,self_employed,standard,0,-3.44,1
CUST_031575,61.0,505033.89,675.0,140,48421.5,8248.35,0.17,0,0.111,1,employed,standard,0,25.88,0
CUST_031576,18.0,639941.94,662.0,100,67786.4,5400.68,0.08,0,0.607,1,employed,premium,1,34.35,0
CUST_031577,18.0,569281.44,637.0,143,36401.44,18658.03,0.513,1,0.352,0,employed,student,0,-9.55,0
CUST_031578,62.0,194823.88,716.0,28,99337.27,13890.21,0.14,0,0.069,4,employed,premium,1,36.72,0
CUST_031579,40.0,1818085.54,617.0,162,62399.43,19791.13,0.317,2,0.445,1,unemployed,standard,0,13.09,0
CUST_031580,26.0,1216800.07,644.0,183,26363.15,4832.65,0.183,0,0.445,1,unemployed,standard,1,54.94,0
CUST_031581,48.0,353530.78,605.0,27,69675.43,30927.49,0.444,0,0.144,0,employed,standard,1,36.12,0
CUST_031582,49.0,451486.25,653.0,15,48397.72,10897.28,0.225,0,0.12,2,employed,standard,1,34.98,0
CUST_031583,24.0,552810.32,664.0,27,31168.23,11279.0,0.362,0,0.399,3,employed,premium,0,-5.75,0
CUST_031584,34.0,805417.66,725.0,129,24785.36,1638.89,0.066,0,0.375,1,employed,standard,1,42.61,0
CUST_031585,51.0,738616.11,573.0,31,20174.67,6184.15,0.307,1,0.088,0,retired,standard,1,22.75,0
CUST_031586,30.0,364224.17,634.0,92,101642.51,24507.4,0.241,0,0.116,2,unemployed,premium,0,16.51,0
CUST_031587,43.0,1713600.26,633.0,93,60825.12,6385.12,0.105,0,0.081,1,employed,standard,1,2.48,0
CUST_031588,57.0,499585.82,758.0,100,44830.83,6963.91,0.155,2,0.15,2,employed,standard,0,-1.19,0
CUST_031589,18.0,1345422.93,662.0,28,118477.63,31729.18,0.268,1,0.19,0,retired,premium,0,3.19,0
CUST_031590,36.0,455051.82,744.0,15,167622.31,11869.37,0.071,0,0.126,0,employed,standard,1,14.41,0
CUST_031591,43.0,960824.28,706.0,182,78618.1,22477.53,0.286,2,0.285,1,self_employed,standard,1,28.8,0
CUST_031592,18.0,707195.95,675.0,9,62283.16,6407.33,0.103,1,0.29,1,self_employed,premium,0,-1.71,0
CUST_031593,34.0,406353.93,573.0,102,57653.36,15803.46,0.274,1,0.13,0,employed,standard,1,14.05,0
CUST_031594,53.0,777971.15,619.0,121,85947.16,7053.59,0.082,1,0.344,2,employed,standard,0,2.48,1
CUST_031595,32.0,648527.0,738.0,185,51086.81,20216.74,0.396,1,0.164,1,employed,premium,0,8.32,0
CUST_031596,22.0,904328.29,696.0,136,17871.55,11424.82,0.639,0,0.266,1,employed,student,1,27.96,0
CUST_031597,54.0,421228.07,669.0,125,40029.04,12483.83,0.312,0,0.232,2,employed,standard,0,16.17,0
CUST_031598,45.0,575073.21,606.0,124,39563.07,16888.38,0.427,0,0.354,1,employed,standard,1,34.04,0
CUST_031599,39.0,859398.77,557.0,48,35378.53,12935.41,0.366,1,0.332,0,employed,standard,1,46.82,0
CUST_031600,39.0,262367.97,758.0,203,65339.96,39542.15,0.605,0,0.237,1,employed,standard,0,8.46,0
CUST_031601,52.0,355254.95,633.0,160,13703.97,9839.68,0.718,0,0.644,0,self_employed,standard,1,31.87,0
CUST_031602,44.0,608122.94,645.0,212,17486.08,9642.39,0.551,1,0.243,0,employed,standard,1,39.7,0
CUST_031603,48.0,647589.52,615.0,77,53213.9,35146.27,0.66,0,0.204,0,employed,premium,1,27.96,0
CUST_031604,32.0,572058.83,615.0,182,52176.56,18032.32,0.346,1,0.096,3,self_employed,standard,1,37.34,0
CUST_031605,18.0,855334.37,684.0,229,50980.56,5894.15,0.116,0,0.071,1,employed,standard,0,0.63,0
CUST_031606,47.0,570851.15,569.0,11,39061.81,1849.79,0.047,0,0.083,2,unemployed,standard,1,33.82,0
CUST_031607,53.0,946167.24,703.0,107,57795.55,8686.88,0.15,1,0.338,0,employed,standard,0,0.07,0
CUST_031608,37.0,690777.75,686.0,176,40173.64,7867.67,0.196,0,0.175,0,employed,premium,1,22.73,0
CUST_031609,51.0,361116.64,619.0,66,70915.93,33292.29,0.469,0,0.07,1,employed,premium,1,17.08,0
CUST_031610,36.0,642273.58,632.0,84,11131.48,1783.01,0.16,0,0.228,0,employed,student,1,20.94,0
CUST_031611,39.0,576489.85,734.0,97,48660.67,4869.46,0.1,1,0.333,2,self_employed,premium,1,32.29,0
CUST_031612,61.0,441534.08,675.0,74,52886.71,7149.8,0.135,0,0.152,0,employed,standard,1,9.76,0
CUST_031613,37.0,301712.82,672.0,36,21419.34,5859.32,0.274,0,0.222,3,self_employed,standard,1,22.15,0
CUST_031614,36.0,351183.9,620.0,136,16255.71,5515.7,0.339,0,0.25,0,employed,standard,0,1.56,0
CUST_031615,18.0,407769.31,602.0,237,47266.47,4255.37,0.09,0,0.215,1,employed,premium,0,3.9,0
CUST_031616,48.0,961685.87,668.0,33,26390.6,9331.5,0.354,3,0.11,4,employed,standard,1,10.0,0
CUST_031617,31.0,515977.17,657.0,141,31620.4,5108.69,0.162,0,0.413,1,unemployed,standard,1,34.66,0
CUST_031618,42.0,1035042.07,670.0,45,65593.83,17172.77,0.262,1,0.237,4,employed,premium,1,27.69,1
CUST_031619,36.0,376999.78,741.0,219,58391.74,17957.46,0.308,2,0.277,0,employed,premium,1,30.88,0
CUST_031620,35.0,434652.62,670.0,106,76812.48,5840.03,0.076,2,0.482,4,unemployed,student,1,26.54,1
CUST_031621,39.0,463678.24,585.0,115,157105.33,39652.99,0.252,1,0.107,0,retired,premium,1,31.52,1
CUST_031622,40.0,523823.37,663.0,232,62613.01,7263.68,0.116,0,0.242,1,employed,standard,0,12.2,1
CUST_031623,54.0,665403.58,636.0,29,106633.79,9442.32,0.089,0,0.211,1,employed,standard,1,30.26,0
CUST_031624,58.0,791775.39,660.0,85,35987.02,6385.46,0.177,1,0.363,0,employed,standard,0,7.25,0
CUST_031625,48.0,1050796.14,641.0,144,19914.07,9602.54,0.482,0,0.297,0,retired,standard,1,31.75,0
CUST_031626,55.0,221971.18,762.0,165,22286.3,11416.39,0.512,0,0.119,0,unemployed,premium,1,20.79,0
CUST_031627,50.0,1484849.62,615.0,32,20384.73,4361.62,0.214,1,0.204,2,retired,standard,0,6.83,0
CUST_031628,46.0,370496.47,680.0,116,70758.32,21434.26,0.303,1,0.386,3,employed,standard,0,9.95,0
CUST_031629,57.0,624748.97,636.0,197,159871.33,128520.72,0.804,0,0.383,1,unemployed,premium,1,30.55,0
CUST_031630,24.0,920170.26,616.0,141,34964.91,12415.52,0.355,0,0.154,0,self_employed,standard,0,12.06,0
CUST_031631,32.0,797320.42,762.0,110,15153.1,681.46,0.045,0,0.087,2,employed,student,0,9.12,0
CUST_031632,30.0,988767.17,723.0,174,47653.98,9944.97,0.209,0,0.27,0,employed,premium,1,31.11,0
CUST_031633,36.0,944135.9,641.0,109,42392.29,12541.3,0.296,1,0.463,0,self_employed,standard,0,12.13,0
CUST_031634,48.0,720475.15,593.0,218,27507.25,13075.37,0.475,2,0.311,0,employed,standard,0,0.99,0
CUST_031635,27.0,837001.36,706.0,194,74303.08,17503.14,0.236,1,0.391,0,employed,student,0,-0.19,0
CUST_031636,46.0,342125.29,700.0,130,35345.47,10143.62,0.287,0,0.205,1,employed,student,0,-0.02,0
